NroFactura;TipoFactura;ItemFactura;IDCodProd;Cantidad;PrecioUnitario;PorcentajeDescuento;TotalLinea;UnidadMedida;ImporteDescuento
10128;A;1;65;1;96785.12;0;96785.12;C/U;0.0
10128;A;2;75;1;115826.44;0;115826.44;C/U;0.0
10128;A;3;100SP;1;182024.79;0;182024.79;C/U;0.0
10129;A;1;RESKG;15841;544.0;0;8617504.0;KG;0.0
10130;A;1;45FKA;1;90454.54;20;72363.63;C/U;18090.91
10130;A;2;75;2;108264.46;20;173223.14;C/U;43305.78
10131;A;1;BT 24/240;1;1795375.0;0;1795375.0;C/U;0.0
10132;A;1;180;4;209379.41;0;837517.64;C/U;0.0
10133;A;1;110;2;182024.79;25;273037.19;C/U;91012.4
10133;A;2;180;2;268636.36;25;402954.54;C/U;134318.18
10134;A;1;ON65;1;57851.23;0;57851.23;C/U;0.0
10134;A;2;ON75;1;66859.5;0;66859.5;C/U;0.0
10135;A;1;180;6;188240.0;0;1129440.0;C/U;0.0
10136;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10137;A;1;100SP;3;182024.79;25;409555.78;C/U;136518.59
10138;A;1;75;1;91800.0;0;91800.0;C/U;0.0
10138;A;2;100;2;158760.0;0;317520.0;C/U;0.0
10138;A;3;180;1;215000.0;0;215000.0;C/U;0.0
10138;A;4;90;1;137160.0;0;137160.0;C/U;0.0
10139;A;1;180;1;259200.0;0;259200.0;C/U;0.0
10140;A;1;180;7;199452.03;0;1396164.21;C/U;0.0
10141;A;1;180;2;199452.03;0;398904.06;C/U;0.0
10142;A;1;180;1;199452.03;0;199452.03;C/U;0.0
10143;A;1;110;6;182024.79;20;873718.99;C/U;218429.75
10144;A;1;180;4;195487.92;0;781951.68;C/U;0.0
10145;A;1;90;16;179173.55;25;2150082.6;C/U;716694.2
10145;A;2;75;6;115826.44;25;521218.98;C/U;173739.66
10146;A;1;100SP;6;182024.79;25;819111.56;C/U;273037.19
10147;A;1;75;10;76046.0;0;760460.0;C/U;0.0
10147;A;2;110;15;128630.0;0;1929450.0;C/U;0.0
10147;A;3;180;15;194617.0;0;2919255.0;C/U;0.0
10148;A;1;110;1;182024.79;20;145619.83;C/U;36404.96
10149;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10150;A;1;110;1;182024.79;25;136518.59;C/U;45506.2
10151;A;1;RESKG;26299;862.5;0;22682887.5;KG;0.0
10151;A;2;RESKG;6612;862.5;0;5702850.0;KG;0.0
10152;A;1;110;4;182024.79;25;546074.37;C/U;182024.79
10153;A;1;110;2;182024.79;30;254834.71;C/U;109214.87
10153;A;2;65;1;96785.12;30;67749.58;C/U;29035.54
10154;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10155;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10156;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10156;A;2;75;2;115826.44;25;173739.66;C/U;57913.22
10157;A;1;RESKG;18107;690.0;0;12493830.0;KG;0.0
10158;A;1;65;2;96785.12;20;154856.19;C/U;38714.05
10158;A;2;75;2;115826.44;20;185322.3;C/U;46330.58
10158;A;3;110;1;182024.79;20;145619.83;C/U;36404.96
10159;A;1;110;2;182024.79;25;273037.19;C/U;91012.4
10160;A;1;110;4;182024.79;20;582479.33;C/U;145619.83
10161;A;1;240;1;342561.98;25;256921.49;C/U;85640.5
10162;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10163;A;1;90;1;179173.55;20;143338.84;C/U;35834.71
10163;A;2;75;1;115826.44;20;92661.15;C/U;23165.29
10164;A;1;180;20;188240.0;0;3764800.0;C/U;0.0
10165;A;1;180;10;188240.0;0;1882400.0;C/U;0.0
10166;A;1;180;2;268636.36;25;402954.54;C/U;134318.18
10167;A;1;180;12;268636.36;25;2417727.24;C/U;805909.08
10168;A;1;110;1;182024.79;20;145619.83;C/U;36404.96
10169;A;1;180;7;199452.03;0;1396164.21;C/U;0.0
10170;A;1;180;2;199452.03;0;398904.06;C/U;0.0
10171;A;1;180;1;199452.03;0;199452.03;C/U;0.0
10172;A;1;RESKG;9300;780.0;0;7254000.0;KG;0.0
10173;A;1;Q750;2;136983.47;0;273966.94;C/U;0.0
10174;A;1;110;1;182024.79;30;127417.35;C/U;54607.44
10174;A;2;100SP;1;182024.79;30;127417.35;C/U;54607.44
10175;A;1;65;5;96785.12;25;362944.2;C/U;120981.4
10175;A;2;45FKA;3;96785.12;25;217766.52;C/U;72588.84
10176;A;1;110;3;182024.79;25;409555.78;C/U;136518.59
10176;A;2;100SP;1;182024.79;25;136518.59;C/U;45506.2
10176;A;3;75;2;115826.44;25;173739.66;C/U;57913.22
10177;A;1;ON65;1;57851.23;0;57851.23;C/U;0.0
10178;A;1;180;2;268636.36;25;402954.54;C/U;134318.18
10179;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10180;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10181;A;1;75;2;115826.44;30;162157.02;C/U;69495.86
10182;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10183;A;1;180;25;188240.0;0;4706000.0;C/U;0.0
10184;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10185;A;1;45FIT;1;133925.61;20;107140.49;C/U;26785.12
10186;A;1;180;6;188240.0;0;1129440.0;C/U;0.0
10187;A;1;75;5;67196.92;0;335984.6;C/U;0.0
10187;A;2;65;5;59130.96;0;295654.8;C/U;0.0
10187;A;3;110;1;113370.73;0;113370.73;C/U;0.0
10187;A;4;180;2;162496.97;0;324993.94;C/U;0.0
10188;A;1;RESKG;10275;690.0;0;7089750.0;KG;0.0
10188;A;2;RESKG;18327;862.5;0;15807037.5;KG;0.0
10189;A;1;180;4;195485.92;0;781943.68;C/U;0.0
10190;A;1;1004X4;2;179173.55;20;286677.68;C/U;71669.42
10191;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10192;A;1;45FIT;1;133925.61;30;93747.93;C/U;40177.68
10193;A;1;110;1;182024.79;0;182024.79;C/U;0.0
10194;A;1;65;4;96785.12;30;270998.34;C/U;116142.14
10194;A;2;75;4;115826.44;30;324314.03;C/U;138991.73
10195;A;1;180;4;202032.77;0;808131.08;C/U;0.0
10196;A;1;65;5;96785.12;25;362944.2;C/U;120981.4
10196;A;2;45FKA;3;96785.12;25;217766.52;C/U;72588.84
10197;A;1;180;2;195044.62;0;390089.24;C/U;0.0
10197;A;2;110;2;129604.13;0;259208.26;C/U;0.0
10197;A;3;75;3;82506.61;0;247519.83;C/U;0.0
10197;A;4;65;3;68952.06;0;206856.18;C/U;0.0
10198;A;1;180;7;199452.03;0;1396164.21;C/U;0.0
10199;A;1;180;2;199452.03;0;398904.06;C/U;0.0
10200;A;1;180;1;199452.03;0;199452.03;C/U;0.0
10201;A;1;45FKA;4;96785.12;20;309712.38;C/U;77428.1
10201;A;2;75;4;115826.44;20;370644.61;C/U;92661.15
10201;A;3;65;2;96785.12;20;154856.19;C/U;38714.05
10202;A;1;65;5;96785.12;25;362944.2;C/U;120981.4
10202;A;2;75;2;115826.44;25;173739.66;C/U;57913.22
10203;A;1;RESKG;7892;690.0;0;5445480.0;KG;0.0
10203;A;2;RESKG;18587;862.5;0;16031287.5;KG;0.0
10204;A;1;RESKG;7892;690.0;0;5445480.0;KG;0.0
10204;A;2;RESKG;18587;862.5;0;16031287.5;KG;0.0
10205;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10205;A;2;75;1;115826.44;20;92661.15;C/U;23165.29
10206;A;1;240;1;342561.98;25;256921.49;C/U;85640.5
10207;A;1;75;4;115826.44;25;347479.32;C/U;115826.44
10208;A;1;75;3;115826.44;30;243235.52;C/U;104243.8
10209;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10210;A;1;45CRV;1;133925.61;25;100444.21;C/U;33481.4
10210;A;2;75;1;115826.44;25;86869.83;C/U;28956.61
10211;A;1;180;4;268636.36;30;752181.81;C/U;322363.63
10211;A;2;110;2;182024.79;30;254834.71;C/U;109214.87
10211;A;3;75;2;115826.44;30;162157.02;C/U;69495.86
10211;A;4;65;1;96785.12;30;67749.58;C/U;29035.54
10212;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10213;A;1;180;10;188240.0;0;1882400.0;C/U;0.0
10214;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10214;A;2;75;3;115826.44;25;260609.49;C/U;86869.83
10215;A;1;45FKA;4;96785.12;20;309712.38;C/U;77428.1
10215;A;2;75;4;115826.44;20;370644.61;C/U;92661.15
10216;A;1;45FKA;2;96785.12;35;125820.66;C/U;67749.58
10216;A;2;65;8;96785.12;35;503282.62;C/U;270998.34
10216;A;3;75;5;115826.44;35;376435.93;C/U;202696.27
10216;A;4;90;2;179173.55;35;232925.62;C/U;125421.49
10216;A;5;110;3;182024.79;35;354948.34;C/U;191126.03
10216;A;6;100SP;3;182024.79;35;354948.34;C/U;191126.03
10216;A;7;180;3;268636.36;35;523840.9;C/U;282068.18
10217;A;1;65;15;71591.0;0;1073865.0;C/U;0.0
10217;A;2;75;15;81369.0;0;1220535.0;C/U;0.0
10217;A;3;110;15;137635.0;0;2064525.0;C/U;0.0
10217;A;4;180;15;208240.0;0;3123600.0;C/U;0.0
10217;A;5;240;2;272159.0;0;544318.0;C/U;0.0
10218;A;1;100SP;1;182024.79;20;145619.83;C/U;36404.96
10219;A;1;180;7;199452.03;0;1396164.21;C/U;0.0
10220;A;1;180;2;199452.03;0;398904.06;C/U;0.0
10221;A;1;180;1;199452.03;0;199452.03;C/U;0.0
10222;A;1;BT 24/240;1;1987500.0;0;1987500.0;C/U;0.0
10223;A;1;65;2;96785.12;0;193570.24;C/U;0.0
10224;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10224;A;2;110;1;182024.79;25;136518.59;C/U;45506.2
10225;A;1;CAB;1;80000.0;0;80000.0;MTS;0.0
10226;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10227;A;1;90;4;179173.55;25;537520.65;C/U;179173.55
10227;A;2;75;5;115826.44;25;434349.15;C/U;144783.05
10228;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10229;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10230;A;1;110;3;182024.79;25;409555.78;C/U;136518.59
10231;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10232;A;1;75;1;115826.44;25;86869.83;C/U;28956.61
10233;A;1;110;3;182024.79;20;436859.5;C/U;109214.87
10234;A;1;RESKG;4066;690.0;0;2805540.0;KG;0.0
10234;A;2;RESKG;21513;862.5;0;18554962.5;KG;0.0
10235;A;1;45FKA;1;96785.12;30;67749.58;C/U;29035.54
10236;A;1;75;2;115826.44;20;185322.3;C/U;46330.58
10237;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10238;A;1;240;1;342561.98;0;342561.98;C/U;0.0
10239;A;1;45FKA;1;96785.12;20;77428.1;C/U;19357.02
10240;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10241;A;1;BT 24/210;1;1901375.0;0;1901375.0;C/U;0.0
10242;A;1;180;4;195487.92;0;781951.68;C/U;0.0
10243;A;1;180;6;268636.36;25;1208863.62;C/U;402954.54
10243;A;2;180I;4;268636.36;25;805909.08;C/U;268636.36
10244;A;1;75;2;115826.44;30;162157.02;C/U;69495.86
10245;A;1;110;2;182024.79;25;273037.19;C/U;91012.4
10246;A;1;180;15;197652.0;0;2964780.0;C/U;0.0
10247;A;1;180;4;212134.4;0;848537.6;C/U;0.0
10248;A;1;ON65;1;57851.23;0;57851.23;C/U;0.0
10249;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10250;A;1;65;1;96785.12;0;96785.12;C/U;0.0
10251;A;1;180;10;188240.0;0;1882400.0;C/U;0.0
10252;A;1;90;8;179173.55;25;1075041.3;C/U;358347.1
10252;A;2;65;4;96785.12;25;290355.36;C/U;96785.12
10253;A;1;65;1;154856.19;0;154856.19;C/U;0.0
10254;A;1;180;1;268636.36;20;214909.09;C/U;53727.27
10255;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10256;A;1;100SP;5;182024.79;25;682592.96;C/U;227530.99
10257;A;1;180;8;202479.33;0;1619834.64;C/U;0.0
10258;A;1;180;3;202479.33;0;607437.99;C/U;0.0
10259;A;1;180;1;202479.33;0;202479.33;C/U;0.0
10260;A;1;180;15;197652.0;0;2964780.0;C/U;0.0
10261;A;1;75;2;115826.44;20;185322.3;C/U;46330.58
10262;A;1;110;6;182024.79;25;819111.56;C/U;273037.19
10262;A;2;65;2;96785.12;25;145177.68;C/U;48392.56
10262;A;3;90;1;179173.55;25;134380.16;C/U;44793.39
10263;A;1;110;1;182024.79;25;136518.59;C/U;45506.2
10264;A;1;110;1;182024.79;20;145619.83;C/U;36404.96
10265;A;1;180;2;268636.36;20;429818.18;C/U;107454.54
10266;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10267;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10268;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10269;A;1;65;2;96785.12;30;135499.17;C/U;58071.07
10270;A;1;110;4;182024.79;25;546074.37;C/U;182024.79
10271;A;1;RESKG;20810;862.5;0;17948625.0;KG;0.0
10271;A;2;RESKG;7952;690.0;0;5486880.0;KG;0.0
10272;A;1;ON75;1;66859.5;0;66859.5;C/U;0.0
10273;A;1;180;7;202479.33;0;1417355.31;C/U;0.0
10274;A;1;180;2;202479.33;0;404958.66;C/U;0.0
10275;A;1;180;1;202479.33;0;202479.33;C/U;0.0
10276;A;1;180;5;202032.77;0;1010163.85;C/U;0.0
10277;A;1;180;10;188240.0;0;1882400.0;C/U;0.0
10278;A;1;110;4;182024.79;20;582479.33;C/U;145619.83
10279;A;1;110;4;182024.79;25;546074.37;C/U;182024.79
10280;A;1;180;6;195487.92;0;1172927.52;C/U;0.0
10281;A;1;75;1;115826.44;25;86869.83;C/U;28956.61
10282;A;1;45FKA;8;96785.12;20;619424.77;C/U;154856.19
10282;A;2;65;8;96785.12;20;619424.77;C/U;154856.19
10283;A;1;65;9;96785.12;25;653299.56;C/U;217766.52
10283;A;2;75;2;115826.44;25;173739.66;C/U;57913.22
10284;A;1;180;8;268636.36;25;1611818.16;C/U;537272.72
10285;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10286;A;1;45FIT;10;66580.0;0;665800.0;C/U;0.0
10287;A;1;45CRV;1;133925.61;20;107140.49;C/U;26785.12
10288;A;1;180;14;202479.33;0;2834710.62;C/U;0.0
10289;A;1;180;4;202479.33;0;809917.32;C/U;0.0
10290;A;1;180;2;202479.33;0;404958.66;C/U;0.0
10291;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10292;A;1;180;8;268636.36;25;1611818.16;C/U;537272.72
10293;A;1;65;2;68952.06;0;137904.12;C/U;0.0
10293;A;2;ON45;1;57851.23;0;57851.23;C/U;0.0
10294;A;1;180;2;195044.62;0;390089.24;C/U;0.0
10295;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10296;A;1;100SP;1;182024.79;20;145619.83;C/U;36404.96
10297;A;1;180;15;197652.0;0;2964780.0;C/U;0.0
10298;A;1;PB;3496;900.0;0;3146400.0;KG;0.0
10298;A;2;RESKG;16240;900.0;0;14616000.0;KG;0.0
10298;A;3;RESKG;15180;720.0;0;10929600.0;KG;0.0
10299;A;1;45FKA;5;81485.0;0;407425.0;C/U;0.0
10299;A;2;180I;3;208240.0;0;624720.0;C/U;0.0
10299;A;3;240;2;272159.0;0;544318.0;C/U;0.0
10299;A;4;1004X4;3;126196.0;0;378588.0;C/U;0.0
10300;A;1;65;10;71591.0;0;715910.0;C/U;0.0
10300;A;2;75;18;81369.0;0;1464642.0;C/U;0.0
10300;A;3;110;10;137635.0;0;1376350.0;C/U;0.0
10300;A;4;100SP;2;137635.0;0;275270.0;C/U;0.0
10301;A;1;75;6;115826.44;30;486471.05;C/U;208487.59
10302;A;1;180;4;202032.77;0;808131.08;C/U;0.0
10303;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10303;A;2;75;1;115826.44;20;92661.15;C/U;23165.29
10304;A;1;65;2;96785.12;25;145177.68;C/U;48392.56
10305;A;1;100SP;1;182024.79;25;136518.59;C/U;45506.2
10306;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10306;A;2;75;1;115826.44;20;92661.15;C/U;23165.29
10307;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10308;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10309;A;1;100SP;1;182024.79;20;145619.83;C/U;36404.96
10310;A;1;180;10;188240.0;0;1882400.0;C/U;0.0
10311;A;1;180I;2;268636.36;20;429818.18;C/U;107454.54
10312;A;1;180;1;226983.81;0;226983.81;C/U;0.0
10313;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10314;A;1;65;2;96785.12;25;145177.68;C/U;48392.56
10314;A;2;75;2;115826.44;25;173739.66;C/U;57913.22
10315;A;1;75;4;115826.44;25;347479.32;C/U;115826.44
10315;A;2;65;5;96785.12;25;362944.2;C/U;120981.4
10315;A;3;100SP;4;182024.79;25;546074.37;C/U;182024.79
10316;A;1;180;2;268636.36;25;402954.54;C/U;134318.18
10316;A;2;110;4;182024.79;25;546074.37;C/U;182024.79
10316;A;3;75;2;115826.44;25;173739.66;C/U;57913.22
10316;A;4;45FKA;1;96785.12;25;72588.84;C/U;24196.28
10317;A;1;180;1;268636.36;25;201477.27;C/U;67159.09
10318;A;1;110;1;182024.79;25;136518.59;C/U;45506.2
10318;A;2;100SP;1;182024.79;25;136518.59;C/U;45506.2
10319;A;1;ON75;1;66859.5;0;66859.5;C/U;0.0
10320;A;1;180;2;202032.77;0;404065.54;C/U;0.0
10321;A;1;NP7AB;1;20661.15;0;20661.15;C/U;0.0
10321;A;2;65;1;96785.12;25;72588.84;C/U;24196.28
10322;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10322;A;2;75;1;115826.44;25;86869.83;C/U;28956.61
10323;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10323;A;2;75;1;115826.44;20;92661.15;C/U;23165.29
10324;A;1;180;2;268636.36;30;376090.9;C/U;161181.82
10324;A;2;110;1;182024.79;30;127417.35;C/U;54607.44
10324;A;3;75;1;115826.44;30;81078.51;C/U;34747.93
10325;A;1;110;50;182024.79;20;7280991.6;C/U;1820247.9
10325;A;2;180;10;268636.36;20;2149090.88;C/U;537272.72
10325;A;3;75;5;115826.44;20;463305.76;C/U;115826.44
10326;A;1;RESKG;27402;862.5;0;23634225.0;KG;0.0
10327;A;1;180;4;216175.06;0;864700.24;C/U;0.0
10328;A;1;RESKG;7860;960.0;0;7545600.0;KG;0.0
10328;A;2;RESKG;19250;780.0;0;15015000.0;KG;0.0
10329;A;1;180;6;195487.92;0;1172927.52;C/U;0.0
10330;A;1;110;3;182024.79;25;409555.78;C/U;136518.59
10330;A;2;100SP;1;182024.79;25;136518.59;C/U;45506.2
10330;A;3;75;1;115826.44;25;86869.83;C/U;28956.61
10331;A;1;180;10;201416.8;0;2014168.0;C/U;0.0
10332;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10333;A;1;75;2;115826.44;25;173739.66;C/U;57913.22
10333;A;2;65;1;96785.12;25;72588.84;C/U;24196.28
10334;A;1;75;2;115826.44;25;173739.66;C/U;57913.22
10335;A;1;90;7;179173.55;25;940661.14;C/U;313553.71
10335;A;2;75;3;115826.44;25;260609.49;C/U;86869.83
10336;A;1;ON65;2;66115.7;0;132231.4;C/U;0.0
10337;A;1;75;5;67196.92;0;335984.6;C/U;0.0
10337;A;2;65;3;59130.96;0;177392.88;C/U;0.0
10338;A;1;180;10;201416.8;0;2014168.0;C/U;0.0
10339;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10340;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10341;A;1;180;1;216175.06;0;216175.06;C/U;0.0
10342;A;1;Q660;1;116280.99;25;87210.74;C/U;29070.25
10343;A;1;45FKA;2;96785.12;25;145177.68;C/U;48392.56
10343;A;2;65;1;96785.12;25;72588.84;C/U;24196.28
10343;A;3;ON65;2;57851.23;0;115702.46;C/U;0.0
10343;A;4;ON75;1;66859.5;0;66859.5;C/U;0.0
10344;A;1;180;7;216652.88;0;1516570.16;C/U;0.0
10345;A;1;180;2;216652.88;0;433305.76;C/U;0.0
10346;A;1;180;1;216652.88;0;216652.88;C/U;0.0
10347;A;1;REZAGO;12551;810.0;0;10166310.0;KG;0.0
10348;A;1;BT 24/210;1;1961000.0;0;1961000.0;C/U;0.0
10349;A;1;110;4;182024.79;25;546074.37;C/U;182024.79
10350;A;1;RESKG;12238;862.5;0;10555275.0;KG;0.0
10350;A;2;RESKG;6109;690.0;0;4215210.0;KG;0.0
10351;A;1;75;2;115826.44;25;173739.66;C/U;57913.22
10352;A;1;180;8;268636.36;25;1611818.16;C/U;537272.72
10353;A;1;180;7;216652.88;0;1516570.16;C/U;0.0
10354;A;1;180;2;216652.88;0;433305.76;C/U;0.0
10355;A;1;180;1;216652.88;0;216652.88;C/U;0.0
10356;A;1;180;10;197652.0;0;1976520.0;C/U;0.0
10357;A;1;180;3;226983.81;0;680951.43;C/U;0.0
10358;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10359;A;1;75;2;115826.44;30;162157.02;C/U;69495.86
10359;A;2;65;1;96785.12;30;67749.58;C/U;29035.54
10360;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10361;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10362;A;1;45FIT;1;133925.61;20;107140.49;C/U;26785.12
10362;A;2;Q660;1;116280.99;20;93024.79;C/U;23256.2
10363;A;1;180;8;216175.06;0;1729400.48;C/U;0.0
10364;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10364;A;2;180;1;268636.36;20;214909.09;C/U;53727.27
10365;A;1;180;4;268636.36;25;805909.08;C/U;268636.36
10365;A;2;65;4;96785.12;25;290355.36;C/U;96785.12
10365;A;3;75;2;115826.44;25;173739.66;C/U;57913.22
10365;A;4;45FKA;1;96785.12;25;72588.84;C/U;24196.28
10366;A;1;65;1;96785.12;20;77428.1;C/U;19357.02
10367;A;1;180;2;268636.36;30;376090.9;C/U;161181.82
10367;A;2;90;1;179173.55;30;125421.49;C/U;53752.07
10367;A;3;75;1;115826.44;30;81078.51;C/U;34747.93
10368;A;1;90;1;179173.55;25;134380.16;C/U;44793.39
10369;A;1;45FKA;10;96785.12;20;774280.96;C/U;193570.24
10369;A;2;65;10;96785.12;20;774280.96;C/U;193570.24
10369;A;3;75;5;115826.44;20;463305.76;C/U;115826.44
10370;A;1;180;2;216175.06;0;432350.12;C/U;0.0
10371;A;1;180;10;211487.64;0;2114876.4;C/U;0.0
10372;A;1;180;10;197652.0;0;1976520.0;C/U;0.0
10373;A;1;180;2;216175.06;0;432350.12;C/U;0.0
10374;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10375;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10376;A;1;180;2;216175.06;0;432350.12;C/U;0.0
10377;A;1;180;4;218801.65;0;875206.6;C/U;0.0
10378;A;1;65;2;96785.12;20;154856.19;C/U;38714.05
10379;A;1;Q750;1;136983.47;20;109586.78;C/U;27396.69
10380;A;1;100SP;1;182024.79;20;145619.83;C/U;36404.96
10381;A;1;65;3;96785.12;30;203248.75;C/U;87106.61
10382;A;1;180;6;209172.07;0;1255032.42;C/U;0.0
10383;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10384;A;1;180;1;268636.36;25;201477.27;C/U;67159.09
10384;A;2;110;4;182024.79;25;546074.37;C/U;182024.79
10384;A;3;65;1;96785.12;25;72588.84;C/U;24196.28
10384;A;4;75;1;115826.44;25;86869.83;C/U;28956.61
10385;A;1;180;2;216175.06;0;432350.12;C/U;0.0
10386;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10387;A;1;180;6;216175.06;0;1297050.36;C/U;0.0
10388;A;1;180;4;268636.36;20;859636.35;C/U;214909.09
10388;A;2;110;4;182024.79;20;582479.33;C/U;145619.83
10388;A;3;75;2;115826.44;20;185322.3;C/U;46330.58
10389;A;1;180;15;222062.02;0;3330930.3;C/U;0.0
10390;A;1;110;1;182024.79;20;145619.83;C/U;36404.96
10391;A;1;110;10;137635.0;0;1376350.0;C/U;0.0
10392;A;1;45FKA;5;81485.0;0;407425.0;C/U;0.0
10392;A;2;65;10;71591.0;0;715910.0;C/U;0.0
10392;A;3;75;10;81369.0;0;813690.0;C/U;0.0
10392;A;4;110;15;137635.0;0;2064525.0;C/U;0.0
10392;A;5;100SP;4;137635.0;0;550540.0;C/U;0.0
10392;A;6;180;8;208240.0;0;1665920.0;C/U;0.0
10392;A;7;240;3;272159.0;0;816477.0;C/U;0.0
10393;A;1;65;5;96785.12;25;362944.2;C/U;120981.4
10393;A;2;90;9;179173.55;25;1209421.46;C/U;403140.49
10394;A;1;180;3;268636.36;30;564136.36;C/U;241772.72
10395;A;1;75;1;115826.44;27;84553.3;C/U;31273.14
10396;A;1;180;1;268636.36;0;268636.36;C/U;0.0
10397;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10398;A;1;180;4;216175.06;0;864700.24;C/U;0.0
10399;A;1;110;3;182024.79;20;436859.5;C/U;109214.87
10400;A;1;75;6;115826.44;30;486471.05;C/U;208487.59
10401;A;1;110;4;182024.79;20;582479.33;C/U;145619.83
10402;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
10403;A;1;65;2;96785.12;25;145177.68;C/U;48392.56
10403;A;2;180;1;268636.36;25;201477.27;C/U;67159.09
10404;A;1;110;4;182024.79;25;546074.37;C/U;182024.79
10404;A;2;75;4;115826.44;25;347479.32;C/U;115826.44
10404;A;3;65;1;96785.12;25;72588.84;C/U;24196.28
10404;A;4;1004X4;1;179173.55;25;134380.16;C/U;44793.39
10405;A;1;100SP;1;182024.79;30;127417.35;C/U;54607.44
10406;A;1;1004X4;1;179173.55;25;134380.16;C/U;44793.39
10406;A;2;65;1;96785.12;25;72588.84;C/U;24196.28
10407;A;1;90;4;179173.55;25;537520.65;C/U;179173.55
10407;A;2;45FKA;1;96785.12;25;72588.84;C/U;24196.28
10408;A;1;65;1;96785.12;25;72588.84;C/U;24196.28
10409;A;1;ON65;1;57851.23;0;57851.23;C/U;0.0
10410;A;1;45FKA;3;81485.0;0;244455.0;C/U;0.0
10410;A;2;65;5;71591.0;0;357955.0;C/U;0.0
10410;A;3;75;9;81369.0;0;732321.0;C/U;0.0
10410;A;4;1004X4;4;126196.0;0;504784.0;C/U;0.0
10410;A;5;110;8;137635.0;0;1101080.0;C/U;0.0
10410;A;6;180;5;208240.0;0;1041200.0;C/U;0.0
10410;A;7;240;2;272159.0;0;544318.0;C/U;0.0
10411;A;1;110;6;182024.79;20;873718.99;C/U;218429.75
10411;A;2;180;4;268636.36;20;859636.35;C/U;214909.09
10412;A;1;110;2;182024.79;20;291239.66;C/U;72809.92
10412;A;2;180;1;268636.36;20;214909.09;C/U;53727.27
10413;A;1;110;1;182024.79;20;145619.83;C/U;36404.96
10414;A;1;110;4;182024.79;20;582479.33;C/U;145619.83
10415;A;1;110;1;182024.79;0;182024.79;C/U;0.0
10416;A;1;100SP;1;182024.79;30;127417.35;C/U;54607.44
10417;A;1;180;15;222062.02;0;3330930.3;C/U;0.0
10418;A;1;180;10;268636.36;25;2014772.7;C/U;671590.9
10419;A;1;110;4;182024.79;20;582479.33;C/U;145619.83
10419;A;2;180;1;268636.36;20;214909.09;C/U;53727.27
10420;A;1;75;3;115826.44;30;243235.52;C/U;104243.8
10421;A;1;180;7;216652.88;0;1516570.16;C/U;0.0
10422;A;1;180;2;216652.88;0;433305.76;C/U;0.0
10423;A;1;180;1;216652.88;0;216652.88;C/U;0.0
