NroFactura;TipoFactura;ItemFactura;IDCodProd;Cantidad;PrecioUnitario;PorcentajeDescuento;TotalLinea;UnidadMedida;ImporteDescuento
2209;A;1;110C;30;2772.72;20;66545.28;C/U;16636.32
2209;A;2;180;20;4099.17;20;65586.72;C/U;16396.68
2209;A;3;75;10;1760.33;20;14082.64;C/U;3520.66
2210;A;1;110C;10;2772.72;20;22181.76;C/U;5545.44
2211;A;1;180;1;3432.57;0;3432.57;C/U;0.0
2212;A;1;110C;2;3049.58;20;4879.33;C/U;1219.83
2213;A;1;65;1;1471.07;20;1176.86;C/U;294.21
2213;A;2;75;1;1760.33;20;1408.26;C/U;352.07
2214;A;1;180;2;3312.66;0;6625.32;C/U;0.0
2214;A;2;100SP;1;3049.58;20;2439.66;C/U;609.92
2215;A;1;75;1;1760.33;20;1408.26;C/U;352.07
2216;A;1;PLOMOC;6300;33.0;0;207900.0;KG;0.0
2216;A;2;RES;25000;17.5;0;437500.0;;0.0
2217;A;1;100;1;2772.72;20;2218.18;C/U;554.54
2218;A;1;65;1;1471.07;20;1176.86;C/U;294.21
2218;A;2;75;1;1760.33;20;1408.26;C/U;352.07
2219;A;1;75;15;1760.33;25;19803.71;C/U;6601.24
2219;A;2;110C;2;2772.72;25;4159.08;C/U;1386.36
2220;A;1;65;4;1619.83;20;5183.46;C/U;1295.86
2220;A;2;45FKA;1;1619.83;20;1295.86;C/U;323.97
2221;A;1;65;3;1619.83;0;4859.49;C/U;0.0
2222;A;1;65;1;1619.83;0;1619.83;C/U;0.0
2223;A;1;110C;5;3049.58;25;11435.93;C/U;3811.98
2223;A;2;65;3;1619.83;25;3644.62;C/U;1214.87
2223;A;3;50;1;1619.83;25;1214.87;C/U;404.96
2223;A;4;75;2;1938.01;25;2907.02;C/U;969.01
2224;A;1;65;2;1471.07;25;2206.61;C/U;735.54
2225;A;1;75;3;1760.33;25;3960.74;C/U;1320.25
2226;A;1;180;15;3023.49;0;45352.35;C/U;0.0
2227;A;1;180;1;3432.57;0;3432.57;C/U;0.0
2228;A;1;75;3;1938.01;35;3779.12;C/U;2034.91
2228;A;2;65;2;1619.83;35;2105.78;C/U;1133.88
2229;A;1;75;45;1156.0;0;52020.0;C/U;0.0
2229;A;2;65;30;1017.0;0;30510.0;C/U;0.0
2229;A;3;180;14;2959.0;0;41426.0;C/U;0.0
2229;A;4;100;5;1956.0;0;9780.0;C/U;0.0
2229;A;5;1004X4;7;1793.0;0;12551.0;C/U;0.0
2229;A;6;240;3;3762.0;0;11286.0;C/U;0.0
2230;A;1;180;10;3015.84;0;30158.4;C/U;0.0
2231;A;1;65;1;1471.07;20;1176.86;C/U;294.21
2232;A;1;240;2;6280.99;0;12561.98;C/U;0.0
2233;A;1;110C;6;2772.72;20;13309.06;C/U;3327.26
2233;A;2;180;6;4099.17;20;19676.02;C/U;4919.0
2233;A;3;65;6;1471.07;20;7061.14;C/U;1765.28
2234;A;1;50;2;1619.83;25;2429.75;C/U;809.92
2234;A;2;65;2;1619.83;25;2429.75;C/U;809.92
2234;A;3;75;1;1938.01;25;1453.51;C/U;484.5
2235;A;1;65;4;1471.07;25;4413.21;C/U;1471.07
2235;A;2;75;1;1760.33;25;1320.25;C/U;440.08
2235;A;3;45FKA;1;1471.07;25;1103.3;C/U;367.77
2236;A;1;75;1;1938.01;0;1938.01;C/U;0.0
2237;A;1;180;4;3300.89;0;13203.56;C/U;0.0
2238;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2238;A;2;75;2;1938.01;20;3100.82;C/U;775.2
2239;A;1;75;3;1938.01;25;4360.52;C/U;1453.51
2239;A;2;65;1;1619.83;25;1214.87;C/U;404.96
2240;A;1;70;2;1938.01;20;3100.82;C/U;775.2
2240;A;2;65;2;1619.83;20;2591.73;C/U;647.93
2241;A;1;65;1;1471.07;20;1176.86;C/U;294.21
2242;A;1;65;1;1471.07;25;1103.3;C/U;367.77
2243;A;1;180;2;3432.57;0;6865.14;C/U;0.0
2244;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2245;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2245;A;2;75;1;1938.01;20;1550.41;C/U;387.6
2246;A;1;180;10;3325.84;0;33258.4;C/U;0.0
2247;A;1;180;20;3000.91;0;60018.2;C/U;0.0
2248;A;1;65;2;1471.07;20;2353.71;C/U;588.43
2248;A;2;75;1;1760.33;20;1408.26;C/U;352.07
2249;A;1;65;1;1471.07;25;1103.3;C/U;367.77
2250;A;1;180;10;3325.83;0;33258.3;C/U;0.0
2251;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2252;A;1;110C;2;3049.58;0;6099.16;C/U;0.0
2253;A;1;180;4;3312.66;0;13250.64;C/U;0.0
2254;A;1;180;10;3325.84;0;33258.4;C/U;0.0
2255;A;1;45FKA;2;1619.83;20;2591.73;C/U;647.93
2255;A;2;110C;1;3059.58;20;2447.66;C/U;611.92
2256;A;1;65;2;1619.83;20;2591.73;C/U;647.93
2257;A;1;75;6;1938.01;35;7558.24;C/U;4069.82
2257;A;2;65;6;1619.83;35;6317.34;C/U;3401.64
2257;A;3;90;1;2995.86;35;1947.31;C/U;1048.55
2257;A;4;45FKA;1;1619.83;35;1052.89;C/U;566.94
2258;A;1;50;1;1471.07;30;1029.75;C/U;441.32
2258;A;2;65;6;1471.07;30;6178.49;C/U;2647.93
2258;A;3;75;8;1760.33;30;9857.85;C/U;4224.79
2258;A;4;80T;1;2045.45;30;1431.82;C/U;613.64
2258;A;5;90;2;2723.14;30;3812.4;C/U;1633.88
2258;A;6;1004X4;2;2723.14;30;3812.4;C/U;1633.88
2258;A;7;110C;8;2772.72;30;15527.23;C/U;6654.53
2258;A;8;120;2;3074.38;30;4304.13;C/U;1844.63
2258;A;9;180;6;4099.17;30;17216.51;C/U;7378.51
2259;A;1;65;1;1059.5;0;1059.5;C/U;0.0
2259;A;2;75;2;1268.59;0;2537.18;C/U;0.0
2259;A;3;110C;2;1993.38;0;3986.76;C/U;0.0
2260;A;1;110C;2;3049.58;30;4269.41;C/U;1829.75
2261;A;1;110C;2;2134.71;0;4269.42;C/U;0.0
2262;A;1;65;2;1619.83;25;2429.75;C/U;809.92
2262;A;2;75;1;1938.01;25;1453.51;C/U;484.5
2263;A;1;75;1;1938.01;25;1453.51;C/U;484.5
2263;A;2;180;1;4508.26;25;3381.2;C/U;1127.07
2264;A;1;110C;2;2772.72;20;4436.35;C/U;1109.09
2264;A;2;75;1;1760.33;20;1408.26;C/U;352.07
2264;A;3;180;1;4099.17;20;3279.34;C/U;819.83
2264;A;4;65;1;1471.07;20;1176.86;C/U;294.21
2264;A;5;75;1;1760.33;20;1408.26;C/U;352.07
2265;A;1;180;1;4508.26;20;3606.61;C/U;901.65
2266;A;1;180;10;3325.84;0;33258.4;C/U;0.0
2267;A;1;110C;1;3049.58;20;2439.66;C/U;609.92
2268;A;1;RES;77523;17.5;0;1356652.5;;0.0
2269;A;1;75;60;1156.0;0;69360.0;C/U;0.0
2269;A;2;65;40;1017.0;0;40680.0;C/U;0.0
2269;A;3;100;25;1956.0;0;48900.0;C/U;0.0
2269;A;4;180;25;2959.0;0;73975.0;C/U;0.0
2269;A;5;1004X4;15;1793.0;0;26895.0;C/U;0.0
2269;A;6;120;5;2156.0;0;10780.0;C/U;0.0
2269;A;7;45FKA;15;1158.0;0;17370.0;C/U;0.0
2269;A;8;80T;5;1597.0;0;7985.0;C/U;0.0
2269;A;9;90;5;1793.0;0;8965.0;C/U;0.0
2269;A;10;110C;5;1793.0;0;8965.0;C/U;0.0
2269;A;11;6200;1;1917.0;0;1917.0;C/U;0.0
2270;A;1;75;60;1156.0;0;69360.0;C/U;0.0
2270;A;2;65;40;1017.0;0;40680.0;C/U;0.0
2270;A;3;100;25;1956.0;0;48900.0;C/U;0.0
2270;A;4;180;25;2959.0;0;73975.0;C/U;0.0
2270;A;5;1004X4;15;1793.0;0;26895.0;C/U;0.0
2270;A;6;120;5;2156.0;0;10780.0;C/U;0.0
2270;A;7;45FKA;15;1158.0;0;17370.0;C/U;0.0
2270;A;8;80T;5;1597.0;0;7985.0;C/U;0.0
2270;A;9;90;5;1793.0;0;8965.0;C/U;0.0
2270;A;10;110C;5;1956.0;0;9780.0;C/U;0.0
2270;A;11;6200;1;1917.0;0;1917.0;C/U;0.0
2271;A;1;75;2;1938.01;20;3100.82;C/U;775.2
2271;A;2;65;1;1619.83;20;1295.86;C/U;323.97
2272;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2273;A;1;45FKA;3;998.34;0;2995.02;C/U;0.0
2273;A;2;65;60;998.34;0;59900.4;C/U;0.0
2273;A;3;75;40;1195.04;0;47801.6;C/U;0.0
2273;A;4;90;1;1848.76;0;1848.76;C/U;0.0
2273;A;5;110C;3;1876.85;0;5630.55;C/U;0.0
2273;A;6;180;3;2865.28;0;8595.84;C/U;0.0
2274;A;1;75;4;1938.01;20;6201.63;C/U;1550.41
2274;A;2;180;1;4508.26;20;3606.61;C/U;901.65
2274;A;3;110C;1;3049.58;20;2439.66;C/U;609.92
2275;A;1;75;2;1938.01;20;3100.82;C/U;775.2
2276;A;1;240;4;6740.0;10;24264.0;C/U;2696.0
2277;A;1;240;4;5570.24;10;20052.86;C/U;2228.1
2278;A;1;65;5;1619.83;20;6479.32;C/U;1619.83
2278;A;2;180;1;4508.26;20;3606.61;C/U;901.65
2278;A;3;90;3;2590.9;20;6218.16;C/U;1554.54
2279;A;1;180;10;3325.84;0;33258.4;C/U;0.0
2280;A;1;65;2;1471.07;20;2353.71;C/U;588.43
2281;A;1;75;1;1938.01;25;1453.51;C/U;484.5
2281;A;2;90;1;2995.86;25;2246.9;C/U;748.97
2281;A;3;110C;2;3049.58;25;4574.37;C/U;1524.79
2282;A;1;180;2;3300.89;0;6601.78;C/U;0.0
2283;A;1;110C;6;3049.58;25;13723.11;C/U;4574.37
2283;A;2;75;4;1938.01;25;5814.03;C/U;1938.01
2283;A;3;65;1;1619.83;25;1214.87;C/U;404.96
2284;A;1;75;3;1938.01;30;4069.82;C/U;1744.21
2284;A;2;50;1;1619.83;30;1133.88;C/U;485.95
2284;A;3;65;1;1619.83;30;1133.88;C/U;485.95
2285;A;1;65;2;1295.86;0;2591.72;C/U;0.0
2286;A;1;110C;2;3049.58;0;6099.16;C/U;0.0
2287;A;1;180;2;3312.66;0;6625.32;C/U;0.0
2287;A;2;80T;1;2252.06;20;1801.65;C/U;450.41
2288;A;1;65;1;2500.0;0;2500.0;C/U;0.0
2289;A;1;75;1;1938.01;20;1550.41;C/U;387.6
2290;A;1;110C;4;3049.58;30;8538.82;C/U;3659.5
2291;A;1;180;1;4508.26;25;3381.2;C/U;1127.07
2292;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2293;A;1;75;5;1938.01;35;6298.53;C/U;3391.52
2293;A;2;65;5;1619.83;35;5264.45;C/U;2834.7
2293;A;3;110C;2;3049.58;35;3964.45;C/U;2134.71
2293;A;4;90;1;2995.86;35;1947.31;C/U;1048.55
2293;A;5;80T;1;2252.06;35;1463.84;C/U;788.22
2294;A;1;1004X4;1;2561.98;0;2561.98;C/U;0.0
2295;A;1;180;1;4508.26;20;3606.61;C/U;901.65
2296;A;1;75;1;1938.01;20;1550.41;C/U;387.6
2297;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2298;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2299;A;1;65;1;1619.83;20;1295.86;C/U;323.97
2300;A;1;180;10;3317.42;0;33174.2;C/U;0.0
2301;A;1;75;1;1760.33;30;1232.23;C/U;528.1
2302;A;1;110C;2;3049.58;0;6099.16;C/U;0.0
2302;A;2;75;1;1938.01;0;1938.01;C/U;0.0
2303;A;1;75;1;1938.01;20;1550.41;C/U;387.6
2304;A;1;65;6;1471.07;25;6619.82;C/U;2206.61
2305;A;1;180;2;3312.66;0;6625.32;C/U;0.0
2306;A;1;PLOMO;21390;41.81;0;894315.9;KG;0.0
2307;A;1;RES;25000;18.0;0;450000.0;;0.0
2308;A;1;180;3;3432.57;0;10297.71;C/U;0.0
2309;A;1;180;1;3432.57;0;3432.57;C/U;0.0
2310;A;1;180;1;4508.26;25;3381.2;C/U;1127.07
2311;A;1;75;5;1938.01;25;7267.54;C/U;2422.51
2311;A;2;65;4;1619.83;25;4859.49;C/U;1619.83
2312;A;1;1004X4;1;2995.86;25;2246.9;C/U;748.97
2313;A;1;90;1;2995.86;25;2246.9;C/U;748.97
2313;A;2;65;2;1619.83;25;2429.75;C/U;809.92
2314;A;1;180;10;4508.26;30;31557.82;C/U;13524.78
2314;A;2;110C;6;3049.58;25;13723.11;C/U;4574.37
2314;A;3;75;2;1938.01;25;2907.02;C/U;969.01
2314;A;4;65;2;1619.83;25;2429.75;C/U;809.92
2315;A;1;180;1;4508.26;20;3606.61;C/U;901.65
2316;A;1;110C;2;3049.58;20;4879.33;C/U;1219.83
2317;A;1;90;1;2995.86;20;2396.69;C/U;599.17
2318;A;1;75;1;1938.01;20;1550.41;C/U;387.6
2319;A;1;110C;2;3049.58;25;4574.37;C/U;1524.79
2320;A;1;180;1;4508.26;25;3381.2;C/U;1127.07
2321;A;1;75;2;1938.01;20;3100.82;C/U;775.2
2321;A;2;65;1;1619.83;20;1295.86;C/U;323.97
2322;A;1;75;2;1938.01;20;3100.82;C/U;775.2
2322;A;2;65;2;1619.83;20;2591.73;C/U;647.93
2323;A;1;65;3;1619.83;20;3887.59;C/U;971.9
2323;A;2;45FKA;1;1619.83;20;1295.86;C/U;323.97
2324;A;1;180;3;3312.66;0;9937.98;C/U;0.0
2325;A;1;PLOMO;14549;40.7;0;592144.3;KG;0.0
2326;A;1;180;1;3300.89;0;3300.89;C/U;0.0
2327;A;1;65;2;1619.83;20;2591.73;C/U;647.93
